_id|isPb|wpm|acc|rawWpm|consistency|charStats|mode|mode2|quoteLength|restartCount|testDuration|afkDuration|incompleteTestSeconds|punctuation|numbers|language|funbox|difficulty|lazyMode|blindMode|bailedOut|tags|timestamp
649d941f35448da8d35ed80a||63.56|94.44|69.55|68.97|159,3,1,1|time|30|-1|2|30.02|0|10.44|false|false|english|none|normal|false|false|false||1688048671000
649d932335448da8d35eceba|true|68.78|95.65|70.38|72.16|344,2,0,0|time|60|-1|1|60.02|0|14.65|false|false|english|none|normal|false|false|false||1688048419000
649d92c035448da8d35eca93|true|84|100|84|88.34|105,0,0,0|time|15|-1|1|15|0|1.44|false|false|english|none|normal|false|false|false||1688048320000
649d92ac35448da8d35ec9d5||65.56|93.18|65.56|62.74|82,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1688048300000
649d929b35448da8d35ec931||75.15|95.15|80.75|76.9|94,3,0,0|time|15|-1|1|15.01|0|7.9|false|false|english|none|normal|false|false|false||1688048283000
649d928035448da8d35ec82b||63.12|91.49|72.7|74.29|79,3,0,0|time|15|-1|1|15.02|0|9.79|false|false|english|none|normal|false|false|false||1688048256000
649d926535448da8d35ec723||70.26|97.8|70.26|80.53|88,0,0,0|time|15|-1|1|15.03|0|7.69|false|false|english|none|normal|false|false|false||1688048229000
649d924a35448da8d35ec62a||61.56|91.95|64.76|74.66|77,0,0,1|time|15|-1|1|15.01|0|7.79|false|false|english|none|normal|false|false|false||1688048202000
649d922835448da8d35ec4e3|true|82.35|100|82.35|81.68|103,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1688048168000
649d921735448da8d35ec441||71.15|95.7|71.15|65.07|89,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1688048151000
649d920535448da8d35ec38d||67.16|94.44|67.16|67.8|84,0,0,0|time|15|-1|1|15.01|0|2.95|false|false|english|none|normal|false|false|false||1688048133000
649c636fe4860e50da18e46f||74.3|97.89|74.3|67.56|93,0,0,0|time|15|-1|7|15.02|0|16.58|false|false|english|none|normal|false|false|false||1687970671000
649c6342e4860e50da18e2d4||78.4|94.29|78.4|72.4|98,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1687970626000
649c54d1e4860e50dafe0897||73.55|96.88|76.75|81.25|92,2,0,0|time|15|-1|7|15.01|0|28.22|false|false|english|none|normal|false|false|false||1687966929000
649c5499e4860e50dafe06a7||72.7|97.85|72.7|62.67|91,0,0,0|time|15|-1|0|15.02|0|0|false|false|english|none|normal|false|false|false||1687966873000
649c5482e4860e50dafe05d8||71.9|93.75|72.7|77.32|90,1,0,0|time|15|-1|3|15.02|0|11.32|false|false|english|none|normal|false|false|false||1687966850000
649c367ee4860e50dac8364f|true|79.89|97.09|79.89|75.71|100,0,0,0|time|15|-1|0|15.02|0|0|false|false|english|none|normal|false|false|false||1687959166000
649c3186e4860e50dabad7c1|true|77.55|98.98|77.55|75.09|97,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1687957894000
649c3175e4860e50dabad71d||72.8|97.85|72.8|79.43|91,0,0,0|time|15|-1|2|15|0|7.49|false|false|english|none|normal|false|false|false||1687957877000
649c315be4860e50dabad635||75|95.15|82.18|82.47|94,3,1,0|time|15|-1|0|15.04|0|0|false|false|english|none|normal|false|false|false||1687957851000
649c314ae4860e50dabad5a4||75|95.15|79.79|60.63|94,1,0,0|time|15|-1|0|15.04|0|0|false|false|english|none|normal|false|false|false||1687957834000
649c3137e4860e50dabad4f4||75.95|100|75.95|83.03|95,0,0,0|time|15|-1|3|15.01|0|12.32|false|false|english|none|normal|false|false|false||1687957815000
649c3110e4860e50dabad3ab||68|95.51|68|64.94|85,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1687957776000
649c30fee4860e50dabad308||60.68|91.76|63.07|67.36|76,1,0,0|time|15|-1|0|15.03|0|0|false|false|english|none|normal|false|false|false||1687957758000
649c30ece4860e50dabad254||65.56|92.55|74.35|74.96|82,3,1,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1687957740000
649c30dbe4860e50dabad1b3||67.11|95.65|72.7|82.27|84,2,0,1|time|15|-1|0|15.02|0|0|false|false|english|none|normal|false|false|false||1687957723000
649c30c8e4860e50dabad10c|true|77.5|92.45|84.69|75.51|97,6,1,0|time|15|-1|2|15.02|0|3.65|false|false|english|none|normal|false|false|false||1687957704000
649c30afe4860e50dabad034||65.47|90.63|73.45|68.34|82,3,0,0|time|15|-1|1|15.03|0|0.59|false|false|english|none|normal|false|false|false||1687957679000
649c3083e4860e50dabaceca||75.1|98.47|77.5|77.74|188,1,0,0|time|30|-1|3|30.04|0|25.52|false|false|english|none|normal|false|false|false||1687957635000
649c2ff2e4860e50dabaca13||66.76|94.44|66.76|72.11|167,0,0,0|time|30|-1|0|30.02|0|0|false|false|english|none|normal|false|false|false||1687957490000
649c2fd1e4860e50dabac905||65.13|90.56|67.13|65.31|163,3,1,0|time|30|-1|0|30.03|0|0|false|false|english|none|normal|false|false|false||1687957457000
649c2fb2e4860e50dabac7f4||65.56|94.32|65.56|65.43|164,0,0,0|time|30|-1|1|30.02|0|5.55|false|false|english|none|normal|false|false|false||1687957426000
649c2b3ae4860e50daad7332||69.55|97.75|69.55|73.2|174,0,0,0|time|30|-1|1|30.02|0|19.24|false|false|english|none|normal|false|false|false||1687956282000
649b838788d07086e13f96d1||73.13|97.35|73.13|76.4|183,0,0,0|time|30|-1|0|30.03|0|0|false|false|english|none|normal|false|false|false||1687913351000
649b835c88d07086e13f95e8||74.8|97.4|74.8|72.17|187,0,0,0|time|30|-1|6|30|0|46.94|false|false|english|none|normal|false|false|false||1687913308000
649b7ea188d07086e1324f5f||70.38|94.33|74.78|72.71|176,3,0,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687912097000
649b7e8088d07086e1324e93||62.38|92.7|68.38|66.88|156,5,1,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687912064000
649b7acb88d07086e12ba360||63.6|92.05|65.2|64.33|159,0,1,0|time|30|-1|0|30|0|0|false|false|english|none|normal|false|false|false||1687911115000
649b7a9488d07086e12ba25b|true|61.39|92.44|64.59|65.29|307,6,0,0|time|60|-1|2|60.01|0|15.29|false|false|english|none|normal|false|false|false||1687911060000
649ac02e969c208ffdbf8600|true|68.8|98.85|68.8|73.89|86,0,0,0|time|15|-1|1|15|0|1.19|false|false|english|none|normal|false|false|false||1687863342000
649ac00b969c208ffdbf8519|true|54.55|93.48|56.54|62.58|2273,22,2,4|time|500|-1|1|500|1|0.13|false|false|english|none|normal|false|false|false||1687863307000
649a3eee969c208ffdc87a3c||60|93.37|62.8|69.15|150,1,0,0|time|30|-1|0|30|0|0|false|false|english|none|normal|false|false|false||1687830254000
649a3ecd969c208ffdc87971||67.95|95.58|69.55|70.83|170,1,0,0|time|30|-1|3|30.02|0|21.23|false|false|english|none|normal|false|false|false||1687830221000
649a347e969c208ffdb4814d||58.78|90.85|58.78|58.39|147,0,0,0|time|30|-1|1|30.01|0|2.34|false|false|english|none|normal|false|false|false||1687827582000
649a345a969c208ffdb48088||74.38|96.92|75.97|78.33|186,0,0,1|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687827546000
649a013f969c208ffd574a79||69.58|93.65|71.98|76.76|174,2,0,0|time|30|-1|1|30.01|0|3.27|false|false|english|none|normal|false|false|false||1687814463000
6490f211ab175630bcbd9f66||63.98|92.35|69.98|72.46|160,3,1,0|time|30|-1|2|30.01|0|4.55|false|false|english|none|normal|false|false|false||1687220753000
6490f1eaab175630bcbd9e7f||69.98|95.31|73.98|70.19|175,2,0,0|time|30|-1|1|30.01|0|1.75|false|false|english|none|normal|false|false|false||1687220714000
6490f1c8ab175630bcbd9db6||62.38|91.35|70.78|69.5|156,7,0,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687220680000
6490f15dab175630bcbd9b78||65.2|96.49|66.8|74.32|163,1,0,0|time|30|-1|1|30|0|4.53|false|false|english|none|normal|false|false|false||1687220573000
6490f0f6ab175630bcbd9983||63.98|92.78|69.58|74.18|160,4,0,2|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687220470000
6490f09fab175630bcbd97cc||62.78|91.62|70.38|76.5|157,8,1,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687220383000
6490e461ab175630bca3337b||57.56|90.8|67.95|72.78|144,7,1,0|time|30|-1|1|30.02|0|1.98|false|false|english|none|normal|false|false|false||1687217249000
6490e43cab175630bca332bb||67.55|96.02|67.55|66.57|169,0,0,0|time|30|-1|0|30.02|0|0|false|false|english|none|normal|false|false|false||1687217212000
6490e41cab175630bca331f3||72.35|95.9|76.75|73.13|181,3,0,0|time|30|-1|1|30.02|0|5.38|false|false|english|none|normal|false|false|false||1687217180000
6490e3f4ab175630bca3312b||67.98|94.76|76.37|76.89|170,5,1,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687217140000
6490e3d3ab175630bca33070||57.58|88|69.98|65.13|144,14,0,1|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1687217107000
6490e39cab175630bca32f47||69.98|97.34|74.78|72.38|175,2,0,0|time|30|-1|1|30.01|0|1.08|false|false|english|none|normal|false|false|false||1687217052000
6490e2ebab175630bca32b91|true|78|100|78|76.58|195,0,0,0|time|30|-1|34|30|0|171.99|false|false|english|none|normal|false|false|false||1687216875000
